source_region,target_region,rank,source_city,target_city,distance
东北地区,东北地区,1,沈阳市,大连市,0.07653854787349701
东北地区,东北地区,2,哈尔滨市,齐齐哈尔市,0.07670124620199203
东北地区,东北地区,3,长春市,吉林市,0.07789269834756851
东北地区,东北地区,4,沈阳市,葫芦岛市,0.07871370017528534
东北地区,东北地区,5,哈尔滨市,佳木斯市,0.07879329472780228
东北地区,东部沿海,1,沈阳市,上海市,0.07779306918382645
东北地区,东部沿海,2,哈尔滨市,上海市,0.07806120812892914
东北地区,东部沿海,3,沈阳市,北京市,0.07827358692884445
东北地区,东部沿海,4,长春市,上海市,0.07847024500370026
东北地区,东部沿海,5,哈尔滨市,北京市,0.07880567014217377
东北地区,华中地区,1,沈阳市,张家界市,0.08138319849967957
东北地区,华中地区,2,沈阳市,郑州市,0.08141791075468063
东北地区,华中地区,3,沈阳市,武汉市,0.08162714540958405
东北地区,华中地区,4,哈尔滨市,郑州市,0.08174517005681992
东北地区,华中地区,5,沈阳市,南昌市,0.08178739994764328
东北地区,西部地区,1,沈阳市,西安市,0.07860621064901352
东北地区,西部地区,2,哈尔滨市,西安市,0.07915901392698288
东北地区,西部地区,3,长春市,西安市,0.07956364750862122
东北地区,西部地区,4,沈阳市,成都市,0.0797671377658844
东北地区,西部地区,5,沈阳市,重庆市,0.08001072704792023
东部沿海,东北地区,1,北京市,哈尔滨市,0.07440195977687836
东部沿海,东北地区,2,北京市,大连市,0.07527560740709305
东部沿海,东北地区,3,北京市,朝阳市,0.07573544234037399
东部沿海,东北地区,4,上海市,大连市,0.07577303797006607
东部沿海,东北地区,5,北京市,沈阳市,0.07590494304895401
东部沿海,东部沿海,1,北京市,上海市,0.07114452123641968
东部沿海,东部沿海,2,北京市,天津市,0.07174499332904816
东部沿海,东部沿海,3,深圳市,广州市,0.07199124991893768
东部沿海,东部沿海,4,杭州市,上海市,0.07230508327484131
东部沿海,东部沿海,5,苏州市,上海市,0.07232118397951126
东部沿海,华中地区,1,北京市,郑州市,0.0745486244559288
东部沿海,华中地区,2,上海市,郑州市,0.07467956840991974
东部沿海,华中地区,3,上海市,武汉市,0.07473321259021759
东部沿海,华中地区,4,北京市,武汉市,0.07514670491218567
东部沿海,华中地区,5,上海市,黄山市,0.07579855620861053
东部沿海,西部地区,1,北京市,西安市,0.07225913554430008
东部沿海,西部地区,2,上海市,西安市,0.07319434732198715
东部沿海,西部地区,3,北京市,成都市,0.07326627522706985
东部沿海,西部地区,4,北京市,重庆市,0.07341084629297256
东部沿海,西部地区,5,上海市,重庆市,0.07379461824893951
华中地区,东北地区,1,武汉市,大连市,0.07962439954280853
华中地区,东北地区,2,郑州市,大连市,0.07992710918188095
华中地区,东北地区,3,合肥市,大连市,0.08041857928037643
华中地区,东北地区,4,武汉市,哈尔滨市,0.08050042390823364
华中地区,东北地区,5,郑州市,哈尔滨市,0.08065807819366455
华中地区,东部沿海,1,合肥市,上海市,0.07507310807704926
华中地区,东部沿海,2,武汉市,上海市,0.07512897253036499
华中地区,东部沿海,3,郑州市,上海市,0.07538440078496933
华中地区,东部沿海,4,郑州市,北京市,0.0762401670217514
华中地区,东部沿海,5,长沙市,上海市,0.07633659988641739
华中地区,华中地区,1,郑州市,洛阳市,0.07382988184690475
华中地区,华中地区,2,长沙市,张家界市,0.07514425367116928
华中地区,华中地区,3,合肥市,黄山市,0.07517916709184647
华中地区,华中地区,4,武汉市,襄阳市,0.07519236207008362
华中地区,华中地区,5,合肥市,阜阳市,0.07551461458206177
华中地区,西部地区,1,郑州市,西安市,0.07626377791166306
华中地区,西部地区,2,武汉市,重庆市,0.0768020823597908
华中地区,西部地区,3,武汉市,西安市,0.07689043134450912
华中地区,西部地区,4,郑州市,重庆市,0.0775606781244278
华中地区,西部地区,5,武汉市,成都市,0.07756566256284714
西部地区,东北地区,1,成都市,大连市,0.07881598174571991
西部地区,东北地区,2,成都市,哈尔滨市,0.07945750653743744
西部地区,东北地区,3,成都市,沈阳市,0.07983586937189102
西部地区,东北地区,4,西安市,大连市,0.08014672249555588
西部地区,东北地区,5,重庆市,大连市,0.08029092103242874
西部地区,东部沿海,1,成都市,上海市,0.07446286082267761
西部地区,东部沿海,2,重庆市,上海市,0.07575854659080505
西部地区,东部沿海,3,成都市,唐山市,0.07622043043375015
西部地区,东部沿海,4,成都市,北京市,0.0762924998998642
西部地区,东部沿海,5,成都市,深圳市,0.0762939453125
西部地区,华中地区,1,成都市,郑州市,0.07822701334953308
西部地区,华中地区,2,成都市,武汉市,0.07868115603923798
西部地区,华中地区,3,成都市,蚌埠市,0.07898218929767609
西部地区,华中地区,4,成都市,南昌市,0.07900822907686234
西部地区,华中地区,5,重庆市,郑州市,0.07911605387926102
西部地区,西部地区,1,成都市,重庆市,0.07322756201028824
西部地区,西部地区,2,成都市,宜宾市,0.07473582029342651
西部地区,西部地区,3,成都市,绵阳市,0.07482492923736572
西部地区,西部地区,4,成都市,西安市,0.0751928761601448
西部地区,西部地区,5,成都市,攀枝花市,0.0753985345363617
