source_region,target_region,rank,source_city,target_city,distance
Northeast China,Northeast China,1,沈阳市,大连市,0.07521311193704605
Northeast China,Northeast China,2,哈尔滨市,佳木斯市,0.075344979763031
Northeast China,Northeast China,3,哈尔滨市,齐齐哈尔市,0.0753844603896141
Northeast China,Northeast China,4,大连市,沈阳市,0.0766952633857727
Northeast China,Northeast China,5,长春市,吉林市,0.07669981569051743
Northeast China,Eastern Coastal,1,哈尔滨市,北京市,0.07755603641271591
Northeast China,Eastern Coastal,2,沈阳市,北京市,0.07823416590690613
Northeast China,Eastern Coastal,3,哈尔滨市,上海市,0.07869775593280792
Northeast China,Eastern Coastal,4,长春市,北京市,0.0789681151509285
Northeast China,Eastern Coastal,5,沈阳市,上海市,0.07922050356864929
Northeast China,Central China,1,沈阳市,张家界市,0.08161996304988861
Northeast China,Central China,2,哈尔滨市,武汉市,0.08204909414052963
Northeast China,Central China,3,哈尔滨市,张家界市,0.08219201117753983
Northeast China,Central China,4,沈阳市,武汉市,0.08232582360506058
Northeast China,Central China,5,沈阳市,黄山市,0.08251838386058807
Northeast China,Western China,1,哈尔滨市,昆明市,0.07993710041046143
Northeast China,Western China,2,沈阳市,昆明市,0.0805959552526474
Northeast China,Western China,3,哈尔滨市,西安市,0.08075747638940811
Northeast China,Western China,4,沈阳市,西安市,0.08085662871599197
Northeast China,Western China,5,长春市,昆明市,0.08089927583932877
Eastern Coastal,Northeast China,1,北京市,大连市,0.07289034128189087
Eastern Coastal,Northeast China,2,北京市,哈尔滨市,0.07311909645795822
Eastern Coastal,Northeast China,3,北京市,沈阳市,0.0755637139081955
Eastern Coastal,Northeast China,4,北京市,葫芦岛市,0.07570432126522064
Eastern Coastal,Northeast China,5,天津市,大连市,0.07614900171756744
Eastern Coastal,Eastern Coastal,1,北京市,天津市,0.07061421871185303
Eastern Coastal,Eastern Coastal,2,广州市,深圳市,0.07063262164592743
Eastern Coastal,Eastern Coastal,3,北京市,上海市,0.07074995338916779
Eastern Coastal,Eastern Coastal,4,广州市,东莞市,0.07084856927394867
Eastern Coastal,Eastern Coastal,5,杭州市,宁波市,0.07128573954105377
Eastern Coastal,Central China,1,北京市,武汉市,0.07372133433818817
Eastern Coastal,Central China,2,北京市,张家界市,0.07417929917573929
Eastern Coastal,Central China,3,上海市,黄山市,0.07438000291585922
Eastern Coastal,Central China,4,北京市,黄山市,0.07476296275854111
Eastern Coastal,Central China,5,广州市,武汉市,0.07501525431871414
Eastern Coastal,Western China,1,北京市,西安市,0.07214540988206863
Eastern Coastal,Western China,2,北京市,昆明市,0.07239092141389847
Eastern Coastal,Western China,3,北京市,成都市,0.07273511588573456
Eastern Coastal,Western China,4,北京市,重庆市,0.07302304357290268
Eastern Coastal,Western China,5,广州市,昆明市,0.07375368475914001
Central China,Northeast China,1,郑州市,大连市,0.07856813073158264
Central China,Northeast China,2,武汉市,大连市,0.07982197403907776
Central China,Northeast China,3,郑州市,哈尔滨市,0.08000773936510086
Central China,Northeast China,4,合肥市,大连市,0.0804620310664177
Central China,Northeast China,5,武汉市,哈尔滨市,0.08056981861591339
Central China,Eastern Coastal,1,郑州市,北京市,0.07444645464420319
Central China,Eastern Coastal,2,合肥市,南京市,0.07447991520166397
Central China,Eastern Coastal,3,郑州市,上海市,0.07501595467329025
Central China,Eastern Coastal,4,郑州市,东莞市,0.07507192343473434
Central China,Eastern Coastal,5,合肥市,上海市,0.07517675310373306
Central China,Central China,1,郑州市,洛阳市,0.07136431336402893
Central China,Central China,2,郑州市,开封市,0.07239684462547302
Central China,Central China,3,郑州市,南阳市,0.07275761663913727
Central China,Central China,4,武汉市,襄阳市,0.07286487519741058
Central China,Central China,5,合肥市,芜湖市,0.07289531826972961
Central China,Western China,1,郑州市,西安市,0.07526184618473053
Central China,Western China,2,郑州市,昆明市,0.07600811123847961
Central China,Western China,3,武汉市,重庆市,0.07652632147073746
Central China,Western China,4,武汉市,昆明市,0.07663600891828537
Central China,Western China,5,武汉市,成都市,0.07755767554044724
Western China,Northeast China,1,西安市,大连市,0.07990552484989166
Western China,Northeast China,2,成都市,大连市,0.08055869489908218
Western China,Northeast China,3,西安市,哈尔滨市,0.08062025904655457
Western China,Northeast China,4,成都市,哈尔滨市,0.08104239404201508
Western China,Northeast China,5,呼和浩特市,大连市,0.08141573518514633
Western China,Eastern Coastal,1,西安市,东莞市,0.0759703665971756
Western China,Eastern Coastal,2,西安市,北京市,0.07607746124267578
Western China,Eastern Coastal,3,西安市,上海市,0.0764474868774414
Western China,Eastern Coastal,4,成都市,北京市,0.07673148065805435
Western China,Eastern Coastal,5,成都市,上海市,0.07674119621515274
Western China,Central China,1,西安市,武汉市,0.07867957651615143
Western China,Central China,2,西安市,洛阳市,0.07871180772781372
Western China,Central China,3,重庆市,张家界市,0.07872609794139862
Western China,Central China,4,西安市,张家界市,0.07886902242898941
Western China,Central China,5,成都市,武汉市,0.07922607660293579
Western China,Western China,1,成都市,重庆市,0.07339746505022049
Western China,Western China,2,南宁市,北海市,0.07357928156852722
Western China,Western China,3,西安市,汉中市,0.07368392497301102
Western China,Western China,4,昆明市,丽江市,0.07378527522087097
Western China,Western China,5,西安市,宝鸡市,0.0738564133644104
