,Eastern Coastal,Central China,Western China,Northeast China
Eastern Coastal,0.3039545355247962,0.016931058377065572,0.1331870573031798,0.7690653286663317
Central China,0.3409964640709099,-0.04577230749960134,0.23137807083633105,1.0759941423943538
Western China,0.6265361755650304,0.4098426691136605,0.17112186944728466,1.6440046419096201
Northeast China,1.4034432607939102,1.0860466529689032,1.4940948994223695,0.9964365896485429
