source_region,target_region,rank,source_city,target_city,distance
东北地区,东北地区,1,沈阳市,大连市,0.07563889026641846
东北地区,东北地区,2,哈尔滨市,齐齐哈尔市,0.07582467794418335
东北地区,东北地区,3,沈阳市,哈尔滨市,0.07796342670917511
东北地区,东北地区,4,长春市,哈尔滨市,0.07822892814874649
东北地区,东北地区,5,哈尔滨市,牡丹江市,0.07829663157463074
东北地区,东部沿海,1,沈阳市,上海市,0.07709025591611862
东北地区,东部沿海,2,哈尔滨市,上海市,0.07755180448293686
东北地区,东部沿海,3,沈阳市,深圳市,0.07792293280363083
东北地区,东部沿海,4,哈尔滨市,青岛市,0.07802432030439377
东北地区,东部沿海,5,沈阳市,青岛市,0.07804661244153976
东北地区,华中地区,1,沈阳市,武汉市,0.07453755289316177
东北地区,华中地区,2,哈尔滨市,武汉市,0.07550179213285446
东北地区,华中地区,3,长春市,武汉市,0.07634704560041428
东北地区,华中地区,4,大连市,武汉市,0.0774199590086937
东北地区,华中地区,5,鞍山市,武汉市,0.07958753407001495
东北地区,西部地区,1,沈阳市,西安市,0.07692254334688187
东北地区,西部地区,2,哈尔滨市,西安市,0.07766994833946228
东北地区,西部地区,3,沈阳市,成都市,0.07850448042154312
东北地区,西部地区,4,长春市,西安市,0.07890809327363968
东北地区,西部地区,5,哈尔滨市,成都市,0.07907622307538986
东部沿海,东北地区,1,北京市,哈尔滨市,0.07331813871860504
东部沿海,东北地区,2,北京市,大连市,0.07411304116249084
东部沿海,东北地区,3,上海市,大连市,0.07516380399465561
东部沿海,东北地区,4,上海市,哈尔滨市,0.07531838119029999
东部沿海,东北地区,5,北京市,沈阳市,0.07540590316057205
东部沿海,东部沿海,1,北京市,上海市,0.07164529711008072
东部沿海,东部沿海,2,北京市,深圳市,0.07169518619775772
东部沿海,东部沿海,3,北京市,青岛市,0.07174678891897202
东部沿海,东部沿海,4,北京市,天津市,0.07197204232215881
东部沿海,东部沿海,5,杭州市,上海市,0.07242555171251297
东部沿海,华中地区,1,北京市,武汉市,0.06900516897439957
东部沿海,华中地区,2,上海市,武汉市,0.0695900022983551
东部沿海,华中地区,3,杭州市,武汉市,0.07156018167734146
东部沿海,华中地区,4,深圳市,武汉市,0.0716300830245018
东部沿海,华中地区,5,广州市,武汉市,0.07202263921499252
东部沿海,西部地区,1,北京市,西安市,0.07107891887426376
东部沿海,西部地区,2,北京市,成都市,0.07158264517784119
东部沿海,西部地区,3,北京市,重庆市,0.07267167419195175
东部沿海,西部地区,4,上海市,西安市,0.0727805644273758
东部沿海,西部地区,5,上海市,成都市,0.07300902158021927
华中地区,东北地区,1,武汉市,大连市,0.0788021832704544
华中地区,东北地区,2,武汉市,哈尔滨市,0.07949627935886383
华中地区,东北地区,3,郑州市,大连市,0.07961653172969818
华中地区,东北地区,4,郑州市,哈尔滨市,0.07991796731948853
华中地区,东北地区,5,长沙市,哈尔滨市,0.08049475401639938
华中地区,东部沿海,1,武汉市,深圳市,0.075199656188488
华中地区,东部沿海,2,武汉市,上海市,0.07527070492506027
华中地区,东部沿海,3,郑州市,上海市,0.07580677419900894
华中地区,东部沿海,4,合肥市,上海市,0.07600510120391846
华中地区,东部沿海,5,长沙市,深圳市,0.07620424777269363
华中地区,华中地区,1,郑州市,洛阳市,0.07294581830501556
华中地区,华中地区,2,郑州市,武汉市,0.07372763752937317
华中地区,华中地区,3,武汉市,襄阳市,0.07447831332683563
华中地区,华中地区,4,长沙市,武汉市,0.0745009183883667
华中地区,华中地区,5,合肥市,武汉市,0.074818454682827
华中地区,西部地区,1,郑州市,西安市,0.07528577744960785
华中地区,西部地区,2,武汉市,西安市,0.07556618750095367
华中地区,西部地区,3,武汉市,成都市,0.07626981288194656
华中地区,西部地区,4,武汉市,重庆市,0.07640300691127777
华中地区,西部地区,5,长沙市,西安市,0.07675950974225998
西部地区,东北地区,1,成都市,大连市,0.07781258225440979
西部地区,东北地区,2,成都市,哈尔滨市,0.07797814905643463
西部地区,东北地区,3,重庆市,大连市,0.07960324734449387
西部地区,东北地区,4,重庆市,哈尔滨市,0.07981758564710617
西部地区,东北地区,5,西安市,大连市,0.07983863353729248
西部地区,东部沿海,1,成都市,上海市,0.07385660707950592
西部地区,东部沿海,2,成都市,深圳市,0.07401198893785477
西部地区,东部沿海,3,成都市,青岛市,0.07484081387519836
西部地区,东部沿海,4,重庆市,上海市,0.07539915293455124
西部地区,东部沿海,5,成都市,北京市,0.07573343068361282
西部地区,华中地区,1,成都市,武汉市,0.07109905034303665
西部地区,华中地区,2,重庆市,武汉市,0.07332035154104233
西部地区,华中地区,3,西安市,武汉市,0.074341781437397
西部地区,华中地区,4,成都市,郑州市,0.07646533101797104
西部地区,华中地区,5,成都市,洛阳市,0.07668831199407578
西部地区,西部地区,1,成都市,重庆市,0.07284023612737656
西部地区,西部地区,2,成都市,西安市,0.07316534221172333
西部地区,西部地区,3,重庆市,成都市,0.07428768277168274
西部地区,西部地区,4,成都市,宜宾市,0.07489844411611557
西部地区,西部地区,5,成都市,攀枝花市,0.0749291479587555
