,直辖市,副省级城市,省会城市,普通地级市
2014,0.8780090861108547,0.8884901377121166,0.9011743344552781,0.9642518128685899
2015,0.8834513476528921,0.8941607004071892,0.9120507988690709,0.9644415457029297
2016,0.8813384335550266,0.8930855537518531,0.913364602475753,0.9647187579287857
2017,0.9122622846689012,0.9245749615677741,0.9446413778777244,1.006157423502704
2018,0.9161508755128945,0.9283983974593225,0.948158903280425,1.007375425948191
2019,0.9110479893160608,0.9239326758214518,0.9437488147825486,1.0090580661694872
2020,0.9212168609007276,0.9346284576834364,0.9546160777311199,1.007662201239196
2021,0.9214956121409402,0.9338303196245341,0.955031295627618,1.0080166187017883
2022,0.9233259413088629,0.9318184196842931,0.9536091802529536,1.0075344526355547
2023,0.9160505931734383,0.9301259754688073,0.9536964471863726,1.0072275013980643
