source_region,target_region,rank,source_city,target_city,distance
东北地区,东北地区,1,哈尔滨市,齐齐哈尔市,0.07438834011554718
东北地区,东北地区,2,哈尔滨市,佳木斯市,0.07563655078411102
东北地区,东北地区,3,沈阳市,大连市,0.07597058266401291
东北地区,东北地区,4,哈尔滨市,大庆市,0.07615943998098373
东北地区,东北地区,5,长春市,哈尔滨市,0.07624655961990356
东北地区,东部沿海,1,哈尔滨市,北京市,0.07680562883615494
东北地区,东部沿海,2,沈阳市,天津市,0.077095627784729
东北地区,东部沿海,3,沈阳市,北京市,0.07744310796260834
东北地区,东部沿海,4,哈尔滨市,天津市,0.07783303409814835
东北地区,东部沿海,5,哈尔滨市,上海市,0.07803471386432648
东北地区,华中地区,1,沈阳市,张家界市,0.07978805899620056
东北地区,华中地区,2,哈尔滨市,张家界市,0.0809319019317627
东北地区,华中地区,3,大连市,张家界市,0.08116506785154343
东北地区,华中地区,4,哈尔滨市,武汉市,0.08136580139398575
东北地区,华中地区,5,沈阳市,武汉市,0.08144477009773254
东北地区,西部地区,1,沈阳市,西安市,0.07951589673757553
东北地区,西部地区,2,哈尔滨市,西安市,0.08013634383678436
东北地区,西部地区,3,哈尔滨市,重庆市,0.08062642067670822
东北地区,西部地区,4,沈阳市,重庆市,0.08075421303510666
东北地区,西部地区,5,哈尔滨市,成都市,0.08084703236818314
东部沿海,东北地区,1,北京市,哈尔滨市,0.07204310595989227
东部沿海,东北地区,2,北京市,大连市,0.07231461256742477
东部沿海,东北地区,3,北京市,沈阳市,0.07468374073505402
东部沿海,东北地区,4,上海市,大连市,0.07516751438379288
东部沿海,东北地区,5,上海市,哈尔滨市,0.07520318776369095
东部沿海,东部沿海,1,北京市,天津市,0.06875105947256088
东部沿海,东部沿海,2,北京市,上海市,0.07027895748615265
东部沿海,东部沿海,3,广州市,深圳市,0.07068204879760742
东部沿海,东部沿海,4,上海市,苏州市,0.07091330736875534
东部沿海,东部沿海,5,上海市,杭州市,0.0714879259467125
东部沿海,华中地区,1,北京市,张家界市,0.07277212291955948
东部沿海,华中地区,2,北京市,武汉市,0.07281264662742615
东部沿海,华中地区,3,上海市,黄山市,0.07317494601011276
东部沿海,华中地区,4,上海市,武汉市,0.07324258238077164
东部沿海,华中地区,5,上海市,合肥市,0.07334703952074051
东部沿海,西部地区,1,北京市,西安市,0.07158435881137848
东部沿海,西部地区,2,北京市,重庆市,0.07195618003606796
东部沿海,西部地区,3,北京市,成都市,0.07239127904176712
东部沿海,西部地区,4,上海市,重庆市,0.07314186543226242
东部沿海,西部地区,5,上海市,西安市,0.07341184467077255
华中地区,东北地区,1,郑州市,大连市,0.07852187752723694
华中地区,东北地区,2,郑州市,哈尔滨市,0.07916363328695297
华中地区,东北地区,3,武汉市,大连市,0.07920383661985397
华中地区,东北地区,4,武汉市,哈尔滨市,0.07930514961481094
华中地区,东北地区,5,合肥市,大连市,0.08044830709695816
华中地区,东部沿海,1,郑州市,北京市,0.07437173277139664
华中地区,东部沿海,2,郑州市,上海市,0.07465986907482147
华中地区,东部沿海,3,武汉市,上海市,0.07474459707736969
华中地区,东部沿海,4,合肥市,南京市,0.07480323314666748
华中地区,东部沿海,5,武汉市,深圳市,0.07492765784263611
华中地区,华中地区,1,郑州市,洛阳市,0.07131186127662659
华中地区,华中地区,2,武汉市,襄阳市,0.0722949281334877
华中地区,华中地区,3,郑州市,开封市,0.07273980975151062
华中地区,华中地区,4,长沙市,张家界市,0.07308020442724228
华中地区,华中地区,5,武汉市,宜昌市,0.07320056110620499
华中地区,西部地区,1,郑州市,西安市,0.07497606426477432
华中地区,西部地区,2,武汉市,重庆市,0.075497567653656
华中地区,西部地区,3,武汉市,成都市,0.0764850452542305
华中地区,西部地区,4,武汉市,西安市,0.07683942466974258
华中地区,西部地区,5,郑州市,重庆市,0.07700580358505249
西部地区,东北地区,1,成都市,大连市,0.07535580545663834
西部地区,东北地区,2,成都市,哈尔滨市,0.07806559652090073
西部地区,东北地区,3,成都市,沈阳市,0.07880426198244095
西部地区,东北地区,4,西安市,大连市,0.07984846830368042
西部地区,东北地区,5,西安市,哈尔滨市,0.08003813773393631
西部地区,东部沿海,1,成都市,上海市,0.07377844303846359
西部地区,东部沿海,2,成都市,北京市,0.0741625428199768
西部地区,东部沿海,3,成都市,天津市,0.07514297962188721
西部地区,东部沿海,4,成都市,深圳市,0.07554298639297485
西部地区,东部沿海,5,成都市,南京市,0.0758058950304985
西部地区,华中地区,1,成都市,张家界市,0.07572183758020401
西部地区,华中地区,2,重庆市,张家界市,0.07672648131847382
西部地区,华中地区,3,成都市,合肥市,0.07683635503053665
西部地区,华中地区,4,西安市,张家界市,0.07724671065807343
西部地区,华中地区,5,成都市,武汉市,0.07726334035396576
西部地区,西部地区,1,成都市,重庆市,0.07200195640325546
西部地区,西部地区,2,昆明市,丽江市,0.07390674948692322
西部地区,西部地区,3,西安市,汉中市,0.07393291592597961
西部地区,西部地区,4,重庆市,成都市,0.07402769476175308
西部地区,西部地区,5,成都市,泸州市,0.07428672164678574
