,直辖市,副省级城市,省会城市,普通地级市
2014-2015,0.6198411415243961,0.7149451863467364,1.2069212357636927,0.05384290077177606
2015-2016,-0.23916586957267721,-0.0467730139275862,0.1440493893882821,0.006682741938107914
2016-2017,3.5087373858346362,3.321883749765623,3.4243472231344536,4.353787795230768
2017-2018,0.42625798625499567,0.42819052343823727,0.3723662212006211,0.14879024311091016
2018-2019,-0.5569919031051638,-0.45171039259019835,-0.4651212452489356,0.17195218016187536
2019-2020,1.116172990217645,1.2100464592576459,1.1514995068974285,-0.1347582539023817
2020-2021,0.030259024996585043,-0.11499711065664782,0.04349579963966674,0.03866361680562984
2021-2022,0.1986259233150409,-0.19864340911354386,-0.148907724927473,-0.052846664990813155
2022-2023,-0.7879501495551361,-0.18149082858797036,0.009151226228331519,-0.03576669515901106
